L 71.0000, -140.0000, 100.0000,  65.0000, -141.0000, 100.0000,  0, 0, 0
L 72.0000, -134.0000, 100.0000,  71.0000, -140.0000, 100.0000,  0, 0, 0
L 71.0000, -134.0000, 100.0000,  72.0000, -134.0000, 100.0000,  0, 0, 0
L 71.0000, -125.0000, 100.0000,  71.0000, -134.0000, 100.0000,  0, 0, 0
L 57.0000, -124.0000, 100.0000,  71.0000, -125.0000, 100.0000,  0, 0, 0
L 56.0000, -110.0000, 100.0000,  57.0000, -124.0000, 100.0000,  0, 0, 0
L 51.0000, -110.0000, 100.0000,  56.0000, -110.0000, 100.0000,  0, 0, 0
L 51.0000, -108.0000, 100.0000,  51.0000, -110.0000, 100.0000,  0, 0, 0
L 47.0000, -108.0000, 100.0000,  51.0000, -108.0000, 100.0000,  0, 0, 0
L 46.0000, -110.0000, 100.0000,  47.0000, -108.0000, 100.0000,  0, 0, 0
L 40.0000, -111.0000, 100.0000,  46.0000, -110.0000, 100.0000,  0, 0, 0
L 40.0000, -124.0000, 100.0000,  40.0000, -111.0000, 100.0000,  0, 0, 0
L 15.0000, -124.0000, 100.0000,  40.0000, -124.0000, 100.0000,  0, 0, 0
L 15.0000, -99.0000, 100.0000,  15.0000, -124.0000, 100.0000,  0, 0, 0
L 46.0000, -99.0000, 100.0000,  15.0000, -99.0000, 100.0000,  0, 0, 0
L 47.0000, -101.0000, 100.0000,  46.0000, -99.0000, 100.0000,  0, 0, 0
L 51.0000, -101.0000, 100.0000,  47.0000, -101.0000, 100.0000,  0, 0, 0
L 51.0000, -99.0000, 100.0000,  51.0000, -101.0000, 100.0000,  0, 0, 0
L 57.0000, -98.0000, 100.0000,  51.0000, -99.0000, 100.0000,  0, 0, 0
L 57.0000, -82.0000, 100.0000,  57.0000, -98.0000, 100.0000,  0, 0, 0
L 51.0000, -82.0000, 100.0000,  57.0000, -82.0000, 100.0000,  0, 0, 0
L 50.0000, -80.0000, 100.0000,  51.0000, -82.0000, 100.0000,  0, 0, 0
L 46.0000, -81.0000, 100.0000,  50.0000, -80.0000, 100.0000,  0, 0, 0
L 46.0000, -82.0000, 100.0000,  46.0000, -81.0000, 100.0000,  0, 0, 0
L 15.0000, -82.0000, 100.0000,  46.0000, -82.0000, 100.0000,  0, 0, 0
L 15.0000, -57.0000, 100.0000,  15.0000, -82.0000, 100.0000,  0, 0, 0
L 40.0000, -57.0000, 100.0000,  15.0000, -57.0000, 100.0000,  0, 0, 0
L 41.0000, -71.0000, 100.0000,  40.0000, -57.0000, 100.0000,  0, 0, 0
L 46.0000, -71.0000, 100.0000,  41.0000, -71.0000, 100.0000,  0, 0, 0
L 46.0000, -73.0000, 100.0000,  46.0000, -71.0000, 100.0000,  0, 0, 0
L 51.0000, -72.0000, 100.0000,  46.0000, -73.0000, 100.0000,  0, 0, 0
L 51.0000, -71.0000, 100.0000,  51.0000, -72.0000, 100.0000,  0, 0, 0
L 57.0000, -71.0000, 100.0000,  51.0000, -71.0000, 100.0000,  0, 0, 0
L 57.0000, -57.0000, 100.0000,  57.0000, -71.0000, 100.0000,  0, 0, 0
L 70.0000, -57.0000, 100.0000,  57.0000, -57.0000, 100.0000,  0, 0, 0
L 71.0000, -55.0000, 100.0000,  70.0000, -57.0000, 100.0000,  0, 0, 0
L 73.0000, -53.0000, 100.0000,  71.0000, -55.0000, 100.0000,  0, 0, 0
L 73.0000, -51.0000, 100.0000,  73.0000, -53.0000, 100.0000,  0, 0, 0
L 71.0000, -50.0000, 100.0000,  73.0000, -51.0000, 100.0000,  0, 0, 0
L 71.0000, -40.0000, 100.0000,  71.0000, -50.0000, 100.0000,  0, 0, 0
L 56.0000, -26.0000, 100.0000,  71.0000, -40.0000, 100.0000,  0, 0, 0
L 41.0000, -26.0000, 100.0000,  56.0000, -26.0000, 100.0000,  0, 0, 0
L 40.0000, -40.0000, 100.0000,  41.0000, -26.0000, 100.0000,  0, 0, 0
L -12.0000, -40.0000, 100.0000,  40.0000, -40.0000, 100.0000,  0, 0, 0
L -12.0000, -1.0000, 100.0000,  -12.0000, -40.0000, 100.0000,  0, 0, 0
L 40.0000, -1.0000, 100.0000,  -12.0000, -1.0000, 100.0000,  0, 0, 0
