L 962.1663, -1445.8687, 11.2852,  962.6492, -1426.9131, 11.7461,  0, 0, 0
L 962.6492, -1426.9131, 11.7461,  962.7099, -1425.8229, 11.8070,  0, 0, 0
L 962.7099, -1425.8229, 11.8070,  963.2020, -1416.9647, 12.3022,  0, 0, 0
L 963.2020, -1416.9647, 12.3022,  963.2644, -1415.8405, 12.3651,  0, 0, 0
L 963.2644, -1415.8405, 12.3651,  963.7074, -1407.8676, 12.8108,  0, 0, 0
L 963.7074, -1407.8676, 12.8108,  963.7661, -1406.8113, 12.8698,  0, 0, 0
L 963.7661, -1406.8113, 12.8698,  964.2468, -1398.1578, 13.3536,  0, 0, 0
L 964.2468, -1398.1578, 13.3536,  964.3087, -1397.0437, 13.4159,  0, 0, 0
L 964.3087, -1397.0437, 13.4159,  964.7513, -1389.0774, 13.8612,  0, 0, 0
L 964.7513, -1389.0774, 13.8612,  964.8141, -1387.9457, 13.9245,  0, 0, 0
L 964.8141, -1387.9457, 13.9245,  965.2555, -1379.9996, 14.3687,  0, 0, 0
L 965.2555, -1379.9996, 14.3687,  965.3290, -1378.6736, 14.4428,  0, 0, 0
L 965.3290, -1378.6736, 14.4428,  965.7853, -1370.4634, 14.9018,  0, 0, 0
L 965.7853, -1370.4634, 14.9018,  965.8475, -1369.3447, 14.9643,  0, 0, 0
L 965.8475, -1369.3447, 14.9643,  966.2931, -1361.3243, 15.4127,  0, 0, 0
L 966.2931, -1361.3243, 15.4127,  966.3552, -1360.2052, 15.4752,  0, 0, 0
L 966.3552, -1360.2052, 15.4752,  966.8320, -1355.1439, 15.8654,  0, 0, 0
L 966.8320, -1355.1439, 15.8654,  967.7737, -1353.6165, 18.4914,  0, 0, 0
L 967.7737, -1353.6165, 18.4914,  969.0215, -1352.7135, 18.2491,  0, 0, 0
L 969.0215, -1352.7135, 18.2491,  970.9343, -1353.0519, 18.1782,  0, 0, 0
L 970.9343, -1353.0519, 18.1782,  971.9419, -1353.9834, 18.4152,  0, 0, 0
L 971.9419, -1353.9834, 18.4152,  971.6965, -1355.1425, 18.7111,  0, 0, 0
L 971.6965, -1355.1425, 18.7111,  971.4096, -1356.5836, 19.0791,  0, 0, 0
L 971.4096, -1356.5836, 19.0791,  971.1043, -1358.1626, 19.4822,  0, 0, 0
L 971.1043, -1358.1626, 19.4822,  970.7657, -1359.9137, 19.9293,  0, 0, 0
L 970.7657, -1359.9137, 19.9293,  970.3043, -1364.8217, 21.1820,  0, 0, 0
L 970.3043, -1364.8217, 21.1820,  970.2585, -1365.6119, 21.3837,  0, 0, 0
L 970.2585, -1365.6119, 21.3837,  969.7642, -1378.2457, 24.6078,  0, 0, 0
L 969.7642, -1378.2457, 24.6078,  969.7139, -1379.6036, 24.9543,  0, 0, 0
L 969.7139, -1379.6036, 24.9543,  969.2690, -1391.6729, 28.0343,  0, 0, 0
L 969.2690, -1391.6729, 28.0343,  969.2000, -1393.5460, 28.5123,  0, 0, 0
L 969.2000, -1393.5460, 28.5123,  968.7104, -1406.8302, 31.9024,  0, 0, 0
L 968.7104, -1406.8302, 31.9024,  968.6318, -1408.7260, 32.3862,  0, 0, 0
L 968.6318, -1408.7260, 32.3862,  968.2108, -1416.0730, 34.2612,  0, 0, 0
L 968.2108, -1416.0730, 34.2612,  968.0931, -1417.7816, 34.6973,  0, 0, 0
L 968.0931, -1417.7816, 34.6973,  967.7223, -1422.9529, 36.0171,  0, 0, 0
