L -694.0000, -619.0000, -3824.0000,  -688.0000, -489.0000, -3824.0000,  255, 204, 153
L -688.0000, -489.0000, -3824.0000,  -687.0000, -397.0000, -3822.0000,  255, 204, 153
L -687.0000, -397.0000, -3822.0000,  -686.0000, -275.0000, -3824.0000,  255, 204, 153
L -686.0000, -275.0000, -3824.0000,  -691.0000, -218.0000, -3824.0000,  255, 204, 153
L -691.0000, -218.0000, -3824.0000,  -689.0000, -110.0000, -3824.0000,  255, 204, 153
L -689.0000, -110.0000, -3824.0000,  -687.0000, -32.0000, -3824.0000,  255, 204, 153
L -687.0000, -32.0000, -3824.0000,  -690.0000, 22.0000, -3824.0000,  255, 204, 153
L -690.0000, 22.0000, -3824.0000,  -685.0000, 56.0000, -3824.0000,  255, 204, 153
L -685.0000, 56.0000, -3824.0000,  -655.0000, 91.0000, -3824.0000,  255, 204, 153
L -655.0000, 91.0000, -3824.0000,  -620.0000, 118.0000, -3824.0000,  255, 204, 153
L -620.0000, 118.0000, -3824.0000,  -583.0000, 160.0000, -3824.0000,  255, 204, 153
L -583.0000, 160.0000, -3824.0000,  -544.0000, 201.0000, -3824.0000,  255, 204, 153
L -544.0000, 201.0000, -3824.0000,  -483.0000, 258.0000, -3824.0000,  255, 204, 153
L -483.0000, 258.0000, -3824.0000,  -453.0000, 290.0000, -3824.0000,  255, 204, 153
L -453.0000, 290.0000, -3824.0000,  -385.0000, 358.0000, -3824.0000,  255, 204, 153
L -385.0000, 358.0000, -3824.0000,  -354.0000, 395.0000, -3824.0000,  255, 204, 153
L -354.0000, 395.0000, -3824.0000,  -291.0000, 447.0000, -3824.0000,  255, 204, 153
L -291.0000, 447.0000, -3824.0000,  -244.0000, 500.0000, -3824.0000,  255, 204, 153
L -244.0000, 500.0000, -3824.0000,  -204.0000, 530.0000, -3824.0000,  255, 204, 153
L -204.0000, 530.0000, -3824.0000,  -194.0000, 583.0000, -3824.0000,  255, 204, 153
L -194.0000, 583.0000, -3824.0000,  -185.0000, 614.0000, -3824.0000,  255, 204, 153
L -185.0000, 614.0000, -3824.0000,  -185.0000, 643.0000, -3824.0000,  255, 204, 153
L -185.0000, 643.0000, -3824.0000,  -191.0000, 724.0000, -3824.0000,  255, 204, 153
L -191.0000, 724.0000, -3824.0000,  -190.0000, 864.0000, -3824.0000,  255, 204, 153
L -190.0000, 864.0000, -3824.0000,  -186.0000, 1003.0000, -3824.0000,  255, 204, 153
L -186.0000, 1003.0000, -3824.0000,  -186.0000, 1041.0000, -3824.0000,  255, 204, 153
L -186.0000, 1041.0000, -3824.0000,  -192.0000, 1110.0000, -3824.0000,  255, 204, 153
L -192.0000, 1110.0000, -3824.0000,  -184.0000, 1150.0000, -3824.0000,  255, 204, 153
L -184.0000, 1150.0000, -3824.0000,  -132.0000, 1204.0000, -3824.0000,  255, 204, 153
L -132.0000, 1204.0000, -3824.0000,  -100.0000, 1236.0000, -3824.0000,  255, 204, 153
L -100.0000, 1236.0000, -3824.0000,  -70.0000, 1277.0000, -3824.0000,  255, 204, 153
L -70.0000, 1277.0000, -3824.0000,  -33.0000, 1306.0000, -3824.0000,  255, 204, 153
L -33.0000, 1306.0000, -3824.0000,  -8.0000, 1326.0000, -3824.0000,  255, 204, 153
L -8.0000, 1326.0000, -3824.0000,  34.0000, 1384.0000, -3824.0000,  255, 204, 153
L 34.0000, 1384.0000, -3824.0000,  64.0000, 1404.0000, -3824.0000,  255, 204, 153
L 64.0000, 1404.0000, -3824.0000,  125.0000, 1472.0000, -3824.0000,  255, 204, 153
L 125.0000, 1472.0000, -3824.0000,  163.0000, 1505.0000, -3824.0000,  255, 204, 153
L 163.0000, 1505.0000, -3824.0000,  225.0000, 1569.0000, -3824.0000,  255, 204, 153
L 225.0000, 1569.0000, -3824.0000,  259.0000, 1601.0000, -3824.0000,  255, 204, 153
L 259.0000, 1601.0000, -3824.0000,  331.0000, 1677.0000, -3824.0000,  255, 204, 153
L 331.0000, 1677.0000, -3824.0000,  365.0000, 1705.0000, -3824.0000,  255, 204, 153
L 365.0000, 1705.0000, -3824.0000,  419.0000, 1765.0000, -3824.0000,  255, 204, 153
